text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
"I don't understand, this is a moron, a moron and a clay guy at all,",disgust,strong,disgust,1,11,2
"Because he wants power, money and rule everything,",disapproval,strong,disgust,1,10,2
"Like all this team, moreover, no.",disapproval,moderate,disgust,1,10,1
They did so much good.,admiration,moderate,happiness,3,0,1
"So much good for children, for families above all.",admiration,moderate,happiness,3,0,1
And they remember the old ones too.,approval,mild,happiness,3,4,0
Would you like a moment?,curiosity,mild,happiness,3,7,0
We ask about the Minister of Justice if he is good ...,curiosity,mild,happiness,3,7,0
He talks about politics.,neutral,mild,neutral,4,20,0
"Have a nice day, all the best.",neutral,mild,neutral,4,20,0
"The Lord should fuck up from the government, because he blocks the Union funds for Poland.",anger,strong,anger,0,2,2
As soon as possible.,fear,strong,fear,2,14,2
"This gentleman, i.e. he is not right and just.",disapproval,moderate,disgust,1,10,1
Isn't he fair?,curiosity,mild,happiness,3,7,0
"A piece of f ***, I'm sorry.",anger,strong,anger,0,2,2
I pray for high school graduates.,caring,moderate,happiness,3,5,1
For high school graduates.,neutral,mild,neutral,4,20,0
How do you get an impression after high school graduation?,curiosity,mild,happiness,3,7,0
"Again, I will come again in August.",neutral,mild,neutral,4,20,0
Honestly?,curiosity,mild,happiness,3,7,0
It was so easy that I don't even know what's going on.,surprise,moderate,surprise,6,27,1
"Yes, I chose the Flood,",neutral,mild,neutral,4,20,0
"Legend of Saint Alepian,",neutral,mild,neutral,4,20,0
Context Ironmana.,neutral,mild,neutral,4,20,0
I went to the doll and to Breaking Bad.,neutral,mild,neutral,4,20,0
"Do Breaking Bad, tak.",neutral,mild,neutral,4,20,0
I referred to this and to various reading doll,neutral,mild,neutral,4,20,0
And for one film.,neutral,mild,neutral,4,20,0
And what movie?,curiosity,mild,happiness,3,7,0
John Wick.,neutral,mild,neutral,4,20,0
"It's not good, but I don't want to say anything about it because ...",disapproval,mild,disgust,1,10,0
"Jesus, why?",confusion,moderate,surprise,6,6,1
"A priest, no priest should deal with politicians.",disapproval,moderate,disgust,1,10,1
The church is a church.,neutral,mild,neutral,4,20,0
"Burial, wedding, crumble, communion and village.",neutral,mild,neutral,4,20,0
Convert.,neutral,mild,neutral,4,20,0
And people have to convert themselves.,neutral,mild,neutral,4,20,0
"And you know, and for example ...",neutral,mild,neutral,4,20,0
"I understand, let everyone look at home.",neutral,mild,neutral,4,20,0
"Sir, if you go to church, it's just to church.",neutral,mild,neutral,4,20,0
"And if the Church is interested in politicians, let them change politics.",disapproval,moderate,disgust,1,10,1
"And sir, I was in Wólka Węglowa.",neutral,mild,neutral,4,20,0
Tell you?,curiosity,mild,happiness,3,7,0
They hide in sacks.,confusion,mild,surprise,6,6,0
All in topics.,neutral,mild,neutral,4,20,0
"Well, they hid during Covid.",neutral,mild,neutral,4,20,0
It can't be done now.,disappointment,mild,sadness,5,9,0
This is the greatest patriot of Poland.,admiration,moderate,happiness,3,0,1
That he damn it to take him.,anger,strong,anger,0,2,2
Because he hates him.,anger,moderate,anger,0,2,1
He is a man who hurt all of Poland and all of us Poles.,anger,strong,anger,0,2,2
Horribly.,anger,strong,anger,0,2,2
What he has done from Poland is incredible at all in history.,disapproval,strong,disgust,1,10,2
I also wish him the worst as possible.,anger,strong,anger,0,2,2
I am in love with him and his party.,love,moderate,happiness,3,18,1
How could you tell you why?,curiosity,mild,happiness,3,7,0
That he robs me because he gives me what they haven't worked after 35 years like me.,anger,moderate,anger,0,2,1
"And he gives them more, and he takes me because he doesn't pay me so much.",anger,moderate,anger,0,2,1
I am a dapis.,confusion,mild,surprise,6,6,0
"Well, if you could tell you why?",curiosity,mild,happiness,3,7,0
"Because they give these thirteen, fourteen or ...",confusion,mild,surprise,6,6,0
Because there is nothing ...,disappointment,mild,sadness,5,9,0
"The Swedish, Soviet invasion will survive.",fear,moderate,fear,2,14,1
"Swedish, Swedish, you did not live because it was not.",confusion,mild,surprise,6,6,0
Because you know what?,curiosity,mild,happiness,3,7,0
Because Jarosław Kaczyński says that now these elections are a great battle for Poland.,excitement,moderate,happiness,3,13,1
Of course.,approval,mild,happiness,3,4,0
I agree very much.,approval,moderate,happiness,3,4,1
Who will win this battle?,curiosity,mild,happiness,3,7,0
Of course Jarosław.,neutral,mild,neutral,4,20,0
"Well, you will look at this man as he looks.",neutral,mild,neutral,4,20,0
"Ale Kto, Donald Tusk?",curiosity,mild,happiness,3,7,0
"And if he fists, that's it.",neutral,mild,neutral,4,20,0
"Well, but I think that both have a nice expression.",neutral,mild,neutral,4,20,0
How do you think?,curiosity,mild,happiness,3,7,0
Let the trail hit him.,anger,strong,anger,0,2,2
"He took me half money from OFE, I'm sorry.",anger,moderate,anger,0,2,1
Tusk.,neutral,mild,neutral,4,20,0
"Well, he now says that Jarosław Kaczyński is robbing.",disapproval,moderate,disgust,1,10,1
Oks.,neutral,mild,neutral,4,20,0
That's what he says.,neutral,mild,neutral,4,20,0
Who doesn't rob?,neutral,mild,neutral,4,20,0
They all rob.,neutral,mild,neutral,4,20,0
"Well, because you know because they say that there are things in state -owned companies that it is ...",confusion,mild,surprise,6,6,0
Do you know what?,curiosity,mild,happiness,3,7,0
They were nachap and they keep cooling.,confusion,moderate,surprise,6,6,1
So what are they?,curiosity,mild,happiness,3,7,0
But at least they give people live.,approval,mild,happiness,3,4,0
What about what?,confusion,mild,surprise,6,6,0
And they gave you nothing.,disappointment,moderate,sadness,5,9,1
"Of course, the thief took me money from OFE.",anger,strong,anger,0,2,2
I won't give it to him.,disapproval,moderate,disgust,1,10,1
"The German says that if we win the election, it will be good in Poland.",optimism,moderate,happiness,3,21,1
"German, Germany, successor to Mr. Tusk.",neutral,mild,neutral,4,20,0
Tusk's successor saved.,approval,mild,happiness,3,4,0
And now I choose because I miss.,sadness,mild,sadness,5,26,0
I saved for Tusk.,pride,mild,happiness,3,22,0
And now I'm choosing.,optimism,moderate,happiness,3,21,1
"Behind Tusk, right?",curiosity,mild,happiness,3,7,0
Behind Donald Tusk.,neutral,mild,neutral,4,20,0
No to...,confusion,mild,surprise,6,6,0
Not gold plaster like now.,disapproval,moderate,disgust,1,10,1
But sick on the head.,disgust,moderate,disgust,1,11,1
"Well, sick on the head.",disgust,moderate,disgust,1,11,1
"Lord, if God wants to punish someone, he takes his mind.",disapproval,strong,disgust,1,10,2
German.,neutral,mild,neutral,4,20,0
These ladies don't understand this.,annoyance,moderate,anger,0,3,1
"Did you calculate how much you got this pension, and how much did you take?",curiosity,moderate,happiness,3,7,1
Madam ...,neutral,mild,neutral,4,20,0
Was taken?,confusion,mild,surprise,6,6,0
"Madam, what was taken, in what?",confusion,mild,surprise,6,6,0
"Which patriot leaves Poland, goes to Germany ...",disapproval,moderate,disgust,1,10,1
I put this photo to Cukiernicka and then my grandchildren do not want to eat sugar.,amusement,mild,happiness,3,1,0
"The Lord is young, sir.",neutral,mild,neutral,4,20,0
That Tusk?,curiosity,mild,happiness,3,7,0
And I?,curiosity,mild,happiness,3,7,0
"He is an old commander, party secretary.",neutral,mild,neutral,4,20,0
"Yes, the party secretary behind Tusk.",neutral,mild,neutral,4,20,0
For whom?,confusion,mild,surprise,6,6,0
And we are behind the thieves?,disapproval,strong,disgust,1,10,2
Through contacts with people.,neutral,mild,neutral,4,20,0
"Madam, you will not do people.",disapproval,moderate,disgust,1,10,1
Madam.,neutral,mild,neutral,4,20,0
Wołęsa and Puso are together. They sold Poland and it was so.,anger,strong,anger,0,2,2
Wołęsa k *** a sold his people. Let him give the money that the f *** was supposed to give Wołęsa to the miners for the Nobel Prize.,anger,strong,anger,0,2,2
"He gave someone, no. And now he says that there is no money?",disapproval,strong,disgust,1,10,2
"Well, if he has money, let him pay.",annoyance,mild,anger,0,3,0
I bought it for PLN 60.,neutral,mild,neutral,4,20,0
"For PLN 60? But elegant, I will tell you.",neutral,mild,neutral,4,20,0
I wear it for the second year.,pride,mild,happiness,3,22,0
And here? No 300.,confusion,mild,surprise,6,6,0
But what do you mean?,confusion,moderate,surprise,6,6,1
"The point is that some say that, for example, the PiS president is so modest.",neutral,mild,neutral,4,20,0
That these shoes do not have such expensive shoes.,neutral,mild,neutral,4,20,0
And what does the PiS comparison have with my beloved ladies?,confusion,moderate,surprise,6,6,1
Tap what station it is? Where would you come from?,curiosity,moderate,happiness,3,7,1
What? Who is chasing? Who is chasing whom?,confusion,moderate,surprise,6,6,1
"Well, sir, yesterday there was material about Donald Tusk's shoes.",neutral,mild,neutral,4,20,0
We ask.,curiosity,mild,happiness,3,7,0
What of it?,annoyance,mild,anger,0,3,0
"I prefer to look at the beautiful Donald Tusk, than Jaroslaw Kaczyński's mess.",disapproval,moderate,disgust,1,10,1
"Mrs. Dear, what do you say?",curiosity,mild,happiness,3,7,0
"Sir, you don't get it ...",annoyance,mild,anger,0,3,0
"Mrs. Dear, what sloppy?",confusion,mild,surprise,6,6,0
Putted my ...,neutral,mild,neutral,4,20,0
"No, but I will tell you that he had ...",curiosity,mild,happiness,3,7,0
Oh my God.,surprise,mild,surprise,6,27,0
They once just covered Jarosław Kaczyński that he has ...,neutral,mild,neutral,4,20,0
That he had two different shoes.,amusement,mild,happiness,3,1,0
"But you know what, it is specially intended, because he creates his image.",realization,mild,surprise,6,23,0
"People feel sorry for him that he is so poor that he does not take, he does not steal.",caring,mild,happiness,3,5,0
He is one of the richer Poles in Poland.,neutral,mild,neutral,4,20,0
"Morawiecki says not to let in, but Donald Tusk says that during PiS the most were allowed.",confusion,moderate,surprise,6,6,1
And who to believe now?,confusion,moderate,surprise,6,6,1
"Sir, what?",confusion,mild,surprise,6,6,0
Mateusz Morawiecki?,neutral,mild,neutral,4,20,0
"Yes, I hate it.",anger,strong,anger,0,2,2
"A liar, a liar, a liar again.",anger,strong,anger,0,2,2
Donald Tusk?,neutral,mild,neutral,4,20,0
"Ooo, this is a divine orphan. This is a German, lying to Poland.",disapproval,strong,disgust,1,10,2
German?,surprise,mild,surprise,6,27,0
He will withdraw everything.,disapproval,mild,disgust,1,10,0
But I love Tusk.,love,mild,happiness,3,18,0
Tusk?,neutral,mild,neutral,4,20,0
And why does Mrs. love Donald Tusk?,curiosity,mild,happiness,3,7,0
"Because I trust him more, like this idiot.",disapproval,moderate,disgust,1,10,1
"TVA, TVB.",neutral,mild,neutral,4,20,0
